"sra_id","marine surface","hot spring","human ear","human vagina","other water","built environment","chemical vessel","human","microbial mat","human blood","human respiratory","marine","sludge","saltern","human eye","mine","human wound","rock","food","soil","human gut","human urogenital","marine coastal","biofilm","marine deep","sand","mine drainage","clay","contaminated water","marine benthic","human liver","human bone","human skin","sediment","fresh water","plant","spring","fungus","biogas material","animal","waste water","bone","oil","mud","hypersaline lake","solid environmental material","air","human brain","coal mine","percent_unique_kmer","percent_16S","percent_phage","percent_Prokaryote","percent_human","source"
"SRR332530","0.432458691579","0.413770966856","0","0","2.0013324487061","0.225527719232","0","2.4621965214059998","0","2.07600471276","5.48685527643","1.5663419026692","0","0","0","0","0","0","10.244064498476","35.425202964732996","9.468498415984998","0","0.269593500281","0","0","0","0","0","0","0","0","0","0","3.93676003823","0","19.072542816615403","0","3.378502393766","0","1.55989635833","1.98045077398026","0","0","0","0","0","0","0","0","96.6246524","0.08","0","22.43","0.00","fungus"
"SRR5823420","0","2.4052133792","0","0","19.2699995764716","0","2.67916961748","12.111660253617","0","0.0607836652073","7.343538536375","26.849161838659004","0","0","0","0","0","0","0.0652542888709","0.16725607121916","3.10871871416","0","0","0","0","0","0","0","0","0","0","0","0.0600024912241","0","0","0.690597516215","0.0327367052258","0","0","21.245699209366997","1.3758855145376498","0","2.40117361873","0.0845011975356","0","0","0.0486478058937","0","0","91.5618437349537","0.019999999999996","0.640000000000001","0.120000000000005","0.00","fungus"
"SRR5822800","0","2.67886127865","0","0","14.507976933930001","0","0.770389812193","14.478294269391","0","0.0373195048456","8.890992093204","28.699838072815","0","0","0","0","0","0","0","0.0808613054476","4.035062843281299","0","0","0","0","0","0","0","0","0","0","0","0","0","0.664169107426","0.3551633318351","0","0","0","22.206129650573","0.134347391154","0","1.92788539553","0.532709009648","0","0","0","0","0","91.1202726910646","0.0499999999999972","0.640000000000001","0.180000000000007","0.00","fungus"
"SRR3017092","0","0","0","0","5.2137530099100005","0.228879047696","3.5472562326","5.5346975060435994","0","0.334018637455","8.7750246577932","20.183376654144","0","0","0","0","0","0","3.2774407134805","0.18294136236141","5.5464487854899","0","0","0","0","0","0","0","0","0.409769625548","0","0","0","8.9992545188177","0","0.724718311611","0","0","0","26.1398693663036","9.1068661239032","0","0.751441993985","0","0","0","0.5214892591146","0.52275419376","0","93.0457344061344","0.019999999999996","0","0.629999999999995","0.00","fungus"
"SRR3017100","0","5.2809284020853005","0","0.149768632681","12.4402547137452","0.00507538161908","12.53384911719","7.6898268624945","0","0.1449438031376","12.605637611210012","5.2933095057565005","0","0","0","0","0","0","1.7378866388498","1.1564624465359299","2.8606077500794997","0","0","0","0","2.233020674449","0","0","0","0","0","0","0","5.77428593794","1.17123097927","0.02594253268572","0","0","0","24.4264144196213","3.049621553113","0","0.0881075296999","0.764979041392","0","0","0.04847599190865","0.519370474472","0","89.7232355693266","0","0","0.140000000000001","0.00","fungus"
"SRR332529","0.0368849795998","0","0","0","7.294967773051001","0.715155955781","0","0","0","0","0","0.0733509377668","0.355501671186","0","0","0","0","0","3.3973179799257998","42.2566705708772","1.3333411417376002","0","0.31732318572","0","0","0","0","0","0","0","0","0","0","6.065927815041","1.08592005553","10.50291391246996","0","25.814158456599998","0","0.556666734965","0.193898829776","0","0","0","0","0","0","0","0","94.2505198","0.05","0.01","20.35","0.00","fungus"
"SRR1532736","0","0.15827899456560002","0","0","4.29769357148","0","0","13.199444681526","0","0","5.868529645299001","9.058368458183","0.00655366615297","2.9418101035745","0","0","0","0","0","10.15475445818677","3.6988904732422103","0.0827148825921","1.14384255208","0","0","0.447045741116","0","0","0","0","0","0","0","0","0.875725655924","0.4019953773099","0.538691518256","0","0","29.983575206770002","13.9951403643","0","0","0","0","1.33844141814","1.80850323136","0","0","94.2868841","0","0","0.15","0.00","fungus"
"SRR332535","0.176764265006","5.386326013658","0","0","14.437247325243751","1.9564909037491","3.8954283602979","1.6372667007374997","4.62145432515","0.2473933955554","5.3378016744377","6.226516335467","0","0","0","0","0.1869296672941","0","6.187789833863801","11.932914292644899","7.5162791139033","0.7899408601019999","0.539920746203","0","0","0","0","0","0","0.134484885033","0","0","0","4.91636477765","2.40437745943","4.134679115151401","0","0","0","10.579296921980198","4.689173359135","0","0","0","0.085388970029","1.979770698273","0","0","0","77.8505827","0.02","0.01","3.27","0.03","fungus"
"SRR5822801","1.86745912905","8.274076766930001","0","0","16.613688783312","0","0","8.029065463416","0","0.737144422065","22.68534168708","14.3555855715246","0","2.92421581339","0","0","0","0","0","0","1.28730732441","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.685631615089","0","0","0","19.075856196999","0.114391939902","0","0.350235286863","0","0","0","0","0","0","88.0583784375827","0.0100000000000051","1.09","0.109999999999999","0.00","fungus"
"SRR124267","0.00433202258524","1.8567769516427002","0","0","26.322840972352427","0.0372658907848","0","23.36961715626233","0","1.770215369879","5.0164714904493","1.8678701134887998","0.20096941253800002","0.0570945600989","0","0","0.972665696563","0","7.3096159406014305","1.26001879933083","19.50097531993879","0","0.0845730679483","0","0","0","0","0","0","0","0","0","0","0.00344711304957","0.00307722050334","4.545240302555159","0","0","0","0.52998056160688","0.832331311909","0.0512613550064","0.206238372742","0.3620101189591","0.188994551238","3.6461163279489996","0","0","0","94.0872319","0.13","0.04","24.15","0.00","fungus"
