sra_id,sand,plant,hot spring,food,human skin,sludge,mine,human,coal mine,chemical vessel,clay,contaminated water,microbial mat,marine,human brain,marine coastal,human ear,gaseous environmental material,soil,saltern,hypersaline lake,fungus,solid environmental material,liquid environmental material,sediment,human blood,animal,human mouth,marine deep,human wound,human vagina,air,fresh water,oil,spring,built environment,mud,biofilm,marine benthic,rock,solid waste,waste water,marine surface,other water,mine drainage,human lungs,human urogenital,human gut,human nose,human bone,percent_unique_kmer,percent_16S,percent_phage,percent_Prokaryote,source
SRR2183681,0,5.141980599,7.724079156,0.227577683,0,2.205456273,0,12.20095927,0,0,0,0,0,1.07368843,0,0,0,0,3.609549472,0,0,0,1.101988836,3.457633626,16.69616561,0.705072209,15.30018162,0,0,0,1.546679252,0,1.798182693,0.359759272,0,0,0,0.192277821,0,0,0,1.902219863,0,11.62146863,0,0,2.33004209,10.48647028,0.318567316,0,98.7308544,0.09,0.06,6.07,air
SRR2183720,0,11.03068609,2.394584485,0.139931329,0,0.851914258,0,11.68425781,2.559576968,0,0,0,0,1.752438534,0,0,0,0.365423414,9.361810549,1.560713551,0,0,0.495565476,3.075622983,11.66777598,0,8.200222826,0,0,0,1.979633932,0,2.4069548,0,0,0.925510436,1.167186119,0.016267791,0,0,0,1.665156981,0,13.86437629,0,0,3.609241449,6.720852475,2.504295481,0,98.5841927,0.08,0.06,12.52,air
SRR2183731,0,0,5.193081761,6.51694029,0,1.18724312,0,0.070727714,0,8.405576591,0,0,0,0,0,0,0,0,12.2203925,0,0,0,0,0,6.964056713,5.384449503,10.30573994,5.544643101,0,0,2.271597024,0,9.064437835,0,0,0,2.569803053,0,0,0,0,5.237947323,0,9.902322276,0,0,0,9.161041255,0,0,99.5374088,0.01,0.09,2.16,air
SRR2183728,0,7.660680264,5.172277831,0.725388411,0,1.08338163,0,9.79872928,0,0,0,0,0,1.849603234,0,0,0,0,13.32097809,1.968080815,0,0,1.537934305,1.154411739,11.57803871,2.732585357,9.909984966,0,0,0,1.829822529,0,1.43171419,0.613991752,0,0.616332273,0.055524349,0,0,0,0,1.198835163,0,17.20606322,0,0.556684604,0.629065213,6.829549943,0.540342128,0,99.103154,0.09,0.04,8.27,air
SRR2183730,0,2.249651215,10.96916704,0.436467485,0,0.853491871,0,9.390982666,0,0,0,0,0,2.859375351,0,0,0,0,2.089126965,0.722471068,0.656194238,0,4.499134628,0,12.05894431,0,21.9431508,0,0.215931468,0,0,0,0,0,0,0,0,0.398484019,0.98782809,0,0,2.226662049,0,25.3157264,0,0,0,2.127210331,0,0,96.8376482,0.01,0.01,2.29,air
SRR2183708,0,12.72298135,0.165823205,0,0,2.046193353,0,10.37132503,0,2.161591612,0,0,0,1.487675751,0,0,0,0,12.58503211,3.326594621,0,0,5.990033427,1.619102039,11.72983332,0,14.55480169,0,0.284208656,0,1.320256206,0,2.464540312,0,0,0,0.107406887,0,0,0.902199471,0,0,0,13.5648296,0,0,0,2.595571346,0,0,98.150191,0.11,0.02,8.47,air
SRR2183734,0,8.891894563,0.796319802,0,0,2.379383745,0,5.611977287,0,1.681304969,0,0,0.103881734,0,0,0.157046659,0,0,16.22575511,0.89568374,0.188566263,0,0.797111951,3.85968384,14.47092859,4.405632583,9.944459808,0.823794658,0,0,0.5095521,0,3.077405891,0,0,0,0.455275026,0.163263029,0,0,0,1.280177986,0,16.24492715,0,0.141667465,0.009401787,6.884397954,0,0,99.5585339,0.08,0.01,4.38,air
SRR2183695,0,5.712652274,6.99356279,0.294902041,0,2.059303863,0,10.91880318,0,0,0,0,0,0,0,0,0,0,5.521333949,0,0,0,1.007602886,4.212027274,17.22920344,0,13.91594961,0,0,0,1.908575457,0,2.185227775,0.320725754,0,0,0.858038829,0.627584411,0,0,0,0.38068941,0,13.8478195,0,0.392707646,1.950438967,9.424453619,0.238397317,0,98.4984067,0.07,0.04,6.22,air
SRR2183680,0,20.22691537,2.224853601,0,0,0.745830755,0,10.33368369,0.574036871,0.918374451,0,0,0,1.570974134,0,0,0,0,17.06494859,2.521178553,0,0,0.028210999,0.396425403,2.538792781,1.478516833,8.858011386,0.218225513,0,0.644538743,0,0,0.135247917,0.054349435,0,0,0,0,0.881584147,0,0,3.698623591,0,12.16490078,0,0,5.29451395,5.801639655,1.624912856,0,98.9775631,0.09,0.11,18.59,air
SRR2183723,0,14.20882868,1.475773619,0.043381674,0,0,0,14.47312851,3.383773826,0.249392584,0,0,0,2.759017499,0,0,0,0.27332016,11.24234255,1.966141385,0,0,1.985009479,2.959007124,9.880363942,0,6.049456134,0.694011812,0,0,2.432530337,0,2.308744699,0,0,0.047552064,0.295672062,0.276406147,0,0,0,1.353055309,0,11.82084491,0,0,2.434076674,6.799427615,0.588741202,0,98.9424106,0.09,0.04,13.28,air
SRR2183698,0,13.22247615,2.638556829,1.63127924,0,0.356105324,0,10.33260381,2.6348737,0,0,0,0,1.779359723,0,0,0,0.410712185,12.68577291,0.845323278,0,0,1.935611349,2.65048722,8.647709327,0,5.567720125,0,0.986408069,0,1.378215311,0,1.647684442,0,0,0,2.228759964,0,0,0,0,0.443337907,0,12.77753592,0,0,4.940782284,7.203832707,3.054852236,0,98.7926738,0.16,0.06,16.24,air
SRR014856,0,1.716484599,3.470111998,0,0,1.217861551,0,19.32799484,0,0,0,0,0,0,0,0,0,0,2.509585311,0.504670956,1.436108911,0,0.422643747,0,5.460358728,0.981217429,32.40107355,0.785441359,0,0,0,0,0,0,0,0,0,1.478703078,0,0,0,0.301991146,0,20.33403002,0,0,0,7.651722778,0,0,79.0751412,0.05,0.09,14.03,air
SRR5100341,0,3.116242749,0.157156023,0.174052761,0,6.285693465,0,0.392574168,0.23530213,1.880332667,0,0,0,0.28916035,0,0,0,0,6.344042437,0.44135582,0.21148522,0,0.087564256,0,3.687654455,0,1.516010845,0.161964332,0,0,0,0.331797927,2.990573867,0,0,0.215212086,0.277155664,0.134824288,0,0,0,1.954749112,0.060192739,67.45004885,0,0,0,1.60485379,0,0,89.7483389,0.05,0,5.5,fresh water
SRR5260834,0,0,19.46447273,0,0,0,0,1.115988148,0,0.272194809,0,0,0,0,0,0,0,0,7.724556251,0,0,0,0,0,5.238247051,0,17.89810319,0,0,0,0,0,0,0,0,0,13.99421135,0,0,0,0,15.53273937,0,14.89856833,0,0,0,3.860918773,0,0,76.4564129,0,0.02,0.37,fresh water
SRR2083217,0,0.970914824,0.139076543,0,0,1.010915419,0,32.12836266,0,1.375184906,0,0,0,2.08114523,0,0,0,0,19.12644866,14.7236997,0.719064536,0,0,0,0,0,11.74463108,1.033285244,0,0,0.424344927,0,0.778948705,0,0,0,0,2.372014042,0,0,0,2.692210645,0,6.057606308,0,1.302164863,0,1.319981708,0,0,94.9397736,0.01,0.17,0.1,fresh water
SRR2088923,0,0,0,0,0,0,0,27.23174676,0,0,0,0,0,0,0,0,0,0,4.622662098,12.62006489,0,0,0,7.152972465,6.520840807,0,15.6093338,7.623304186,0,0,1.277603311,0,0.095911146,3.263676325,0,0,0,0,0,0,0,0,0,13.98188422,0,0,0,0,0,0,72.5706352,0,0,0.06,fresh water
SRR5261467,0,1.909028166,0.228722509,0.082853656,0,0.944418173,0,2.133858862,0,0.406429818,0,0,0,3.059338728,0,0,0,0,1.571865366,5.499664392,0,0,1.477473337,1.671387191,7.164507161,0,27.19047073,0.696556354,0,0,0,0.307365788,9.860336928,0.068384015,4.838978419,0.976018302,0,1.90225673,0,0.264352067,0,4.907856561,0,20.92595317,0,0,0,1.911923575,0,0,95.00157852,0.03,0.58,1.5,fresh water
SRR4029424,0,6.950777101,2.618864502,0,0,0,0,12.87190947,0,0,0,0,0,0,0,0,0,0,0,22.45009163,0,0,0,0,25.28138756,0,10.598721,0,0,0,0,0,1.003335761,0,0,0,3.064046522,0,0,0,0,0,0,15.16086646,0,0,0,0,0,0,86.9185332,0.03,0,0.56,fresh water
SRR2089203,0,9.869286997,0,0,0,1.304689255,0,22.50340053,0,0,0,0,0,1.350502233,0,0,0,0,25.31138224,8.29980723,0.252962995,0,0,0,4.720924805,0,4.025229747,0.259098154,0,0,1.319581564,0,0.455902166,0,0,0,0,2.260567832,0,0,0,0.072479795,0,17.11117525,0.883009208,0,0,0,0,0,96.8209705,0.03,0,1.06,fresh water
SRR2088973,0,0,4.470843272,0,0,0,0,30.07029054,0,0,0,0,0,0,0,0,0,0,7.058157964,13.7404104,0,0,0,2.889711972,4.484928842,0,16.5387051,4.01588962,0,0,0,0,0.291394835,5.462722694,0,0,0,0,0,0,0,0,0,10.97694476,0,0,0,0,0,0,68.6109035,0,0,0.02,fresh water
SRR2089160,0,13.34692943,0,0.127802804,0,3.206817211,0,25.28716397,0,0,0,0,0,1.447725607,0,0.283777356,0,0,19.97751655,7.313342279,0.123740578,0,0,0,6.154640969,0,3.652698904,0,0,0,0.582012444,0,1.87624653,0,0,0,0,0.14591479,0,0,0,0.30806653,0,15.33223922,0.833364833,0,0,0,0,0,96.9500633,0.06,0,2.05,fresh water
SRR5818199,0,3.023181722,2.142047775,1.569626977,0,1.453221979,0,4.635406464,0,0.961062515,0,0,0,0.927138142,0,0,0,0,2.221310503,2.465142981,0,0,0.474887343,0,5.897904828,0.479144409,10.7905117,2.179789084,0,0,0,0,10.62913668,0,0,0,0.957580239,2.386964392,0,0,0.177940859,0.653354167,0,44.23111817,0,0,0,1.742529954,0,0,97.1860074,0.02,0.59,0.62,fresh water
SRR5123274,0,0,0,1.239310188,0,0,0,17.61366944,0,0,0,0,0,0,0,0,0,0,3.933308599,2.845994443,0,0,3.020695705,0,17.23620032,0,31.91325496,4.232772602,0,0,0,0,1.677533968,0,0,0,0.454743068,0,0,0,0,0,0,14.91088025,0,0,0,0.92163647,0,0,82.12751024,0.04,0.41,2.23,fresh water
SRR2088947,0,5.290424929,8.515867951,0,0,0,0,21.75094246,0,0,0,0,0,0,0,0.606978303,0,0,4.280683637,12.77189786,0,0,0,10.77891553,6.049839147,0,11.03809571,0,0,0,0,0,0.340753184,1.140145602,0,0,0,0,0,0,0,0,0,17.43545568,0,0,0,0,0,0,73.8459596,0,0,0.12,fresh water
ERR1725642,0,4.914983386,0.018266195,4.753709005,0,1.316310186,0,2.808848427,0,0.083233627,0,0,0,0.684795569,0,0,0,0,20.58297039,6.373510757,0,0,0,0,28.99318727,0,1.90677577,0.064564916,0.061153092,0,0,0,0.02876029,0,0,0.152160792,2.537104671,0.173538399,0,0,0,3.996023176,0,19.10899851,0.010859595,0,0.190883114,1.239095279,0,0,99.15613738,0.05,0,0.39,fresh water
SRR3657431,0,0.234351442,0,2.475362508,0,4.077377944,0,0.014721329,0,0.044165293,0,0,0,0.406419166,0,0,0,0,5.145703982,0.393404995,0,0,0,0,12.67282967,0,32.91662808,0,0,0,0,0.288840625,1.604010289,0.137717325,0,0,2.008387819,0,0,0,0,2.638112539,0,31.40594747,0,0,0,3.536019527,0,0,94.3222501,0.03,0.15,0.64,fresh water
SRR5260891,0,4.576740659,0.178970651,2.065045427,0,1.597726804,0,2.010727915,0.097143538,2.516385552,0,0,0,0.706263674,0,0,0,0,8.839869857,3.592833754,0,0,0.02577427,0,6.828503594,0,17.31831683,0,0,0,0,0.027583386,13.7479361,0,0,0,1.113529932,0.964613697,0,0,0,3.207873548,0,27.43677168,0,0,0,2.61460104,0.532788099,0,97.93610536,0.04,0.83,1.12,fresh water
SRR1974491,0,5.500020077,1.098762061,0,0,2.332626205,0,24.50791237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.581988736,0,12.25484227,0,0,0,5.890216744,0,7.810328965,0,0,0,0,3.079015978,0,0,0,0,0,26.7766241,0,0,0,5.167662494,0,0,75.8863169,0.03,0.03,3.46,fresh water
SRR5754830,0,4.772466156,0.290421014,0.441971512,0,0.838458116,0,2.682564306,0,0.883233534,0,0,0,1.038439774,0,0,0,0,3.088933964,5.20772396,0,0,0,0,7.463930746,0,24.18153094,4.014122809,0,0,0.369815414,0,3.247267926,0,0,0,0,0,0,0.134895358,0,2.979809331,0,36.96381058,0,0,0,1.400604564,0,0,95.80993984,0.02,0.62,0.63,fresh water
SRR4833089,0,0,0,3.884926204,0,0,0,0.07610619,0,0,0,0,0,1.190078402,0,0,0,0,5.798777117,0,0,0,0,0,19.68349087,2.059386055,44.53429763,0,0,0,0,0,1.00577115,0,0,0,0,0.318478508,0,0,0,1.875037319,0,19.57365055,0,0,0,0,0,0,90.85378696,0.03,1.02,0.94,fresh water
SRR5260596,0,3.164909795,0,0,0,2.252038408,0,34.2984641,0,0.479639396,0,0,0,0,0,0,0,0,15.65032626,5.102929919,0,0,0,0,11.65396137,0,1.304411087,0,0,0,0,0,0,1.710389301,0,0,0.868086376,0,0,0,0,6.141955486,0,11.99407417,0,0,0,5.378814329,0,0,96.50461951,0.02,0,0.37,fresh water
SRR2088979,0,4.264648685,2.906094967,0,0,0,0,22.33294027,0,0,0,0,0,0,0,0,0,0,9.158665022,12.6313467,0,0,0,9.215298559,4.584326248,0,13.20362088,3.870571663,0,0,0,0,0.256075548,8.006645442,0,0,0,0,0,0,0,0,0,9.569766012,0,0,0,0,0,0,75.6161324,0,0,0.03,fresh water
SRR3987373,0,6.842234551,0.164203418,2.106519385,0,0.988289327,0,1.802514493,0,0.897623817,0,0,0,0.293281995,0,0,0,0,0.018712024,8.700322846,0,0,0,0.204132513,8.068809114,3.580565299,17.67849647,0,0,0,0,0,6.05431959,0,0,0,0.0763803,0.125889371,0,0,0,0,0,34.0052666,0.496810141,0,3.833923765,3.908178369,0.153526621,0,91.0016692,0.04,0,1.94,fresh water
SRR2089204,0,7.249010446,0.803538023,0.693800984,0,3.24686744,0,36.26796479,0,0,0,0,0,1.598242692,0,0.045944893,0,0,9.74562482,7.88204368,0,0,0,0,3.554467597,0.971140456,8.330632954,0.49064803,0,3.704145898,1.339230695,0,0.921502036,0,0,0,0,0,0,0,0,0.759798425,0,10.69323541,0,0,0,1.70216073,0,0,96.0895359,0.19,0,2.52,fresh water
SRR3657441,0,0.980020484,0,1.743100226,0,2.670428862,0,0.275740335,0,0,0,0,0,1.626168133,0,0,0,0,2.274717766,0,0,0,0,0,5.386727318,0,40.39969289,0.338970844,0,0,0,0.620023952,3.397521586,0,0,0,1.380653487,0.009503519,0,0,0,1.133743216,0,33.3260339,0.493458131,0,0,3.94349535,0,0,91.2621129,0.03,0.14,0.86,fresh water
SRR5260656,0,6.703355279,0.813566037,7.225682277,0,0.072439998,0,1.288753414,0,0,0,0,0,0.449675821,0,0,0,0,2.96531843,10.17631351,0,0,0,0,10.78195145,0.90104693,23.69655462,1.0263808,0,0,0,0,2.080250342,0,0,0,1.647656618,3.121487884,0,0,0,0.487759272,0,21.82930229,0,0,0.191041317,4.541463717,0,0,96.40405201,0.02,0.67,0.49,fresh water
SRR5675739,0,5.216956509,0.67730619,0.986902919,0,3.06284231,0,4.3669168,0,0.093777072,0,0,0,0.880390083,0,0,0,0,7.881509336,3.692991392,0,0,0.384582033,0,7.956791023,1.3073698,9.938319063,1.991852031,0,0,0.29176587,0,12.16144703,0,0,0.144996812,0.248106057,0.639200699,0,0,0,3.319437119,0,31.90878842,0,0,0,2.847751439,0,0,98.97399132,0,0.2,0.92,fresh water
SRR3987074,0,4.32633868,1.177036288,0.449086283,0,2.063616276,0,1.610324332,0,0.44305287,0,0,0,0,0,0,0,0,2.143391322,9.290242023,0,0,0,0,8.26752281,2.098562598,17.46542613,0,0.762097437,0,0,0,4.443893975,0,0,0,2.499972302,0.207622222,0,0,0,2.451449955,0,32.95472956,0.249599975,0,0.306754582,6.789280381,0,0,85.7712027,0.02,0,0.73,fresh water
SRR2083504,0,0.82003006,1.19026581,0,0,0,0,25.42387944,0,0,0,0,0,1.166524566,0,0,0,0,13.7922017,7.182630319,0,0,0,0,2.783052758,0,7.072213823,0,0,0.550495365,0.304947187,0,0.856829502,0,0,0,0,0,0,0,0,6.895396501,0,26.49234661,0,0,1.607150188,3.862036168,0,0,98.0319113,0,0.12,0.37,fresh water
SRR5675729,0,5.603944703,1.196561861,2.205034838,0,2.574756492,0,2.814795643,0,0,0,0,0,0.237549252,0,0,0,0,7.845605971,2.576311389,0,0,0.223547655,0,7.226535008,0,9.869680852,0,0,0,0.267472316,0.213310998,6.467956491,0,0,0,0.270065125,0.752053991,1.896852282,0,0,2.206134777,0,38.06096587,0.764555617,0,0.998034846,5.625251762,0.103022259,0,99.24549829,0,0.21,0.59,fresh water
SRR5818193,0,5.716269789,0.563296298,0.987572601,0,2.531115601,0,3.796815119,0,0.642380298,0,0,0,1.435393744,0,0,0,0,7.431855491,2.140097297,0.016373605,0,0,0,3.203408442,0,12.96551874,0,0,0,0.918745787,0,8.02412905,0,0,0,0.04618327,0.937189981,0,0.167109228,0,1.489681351,0,42.94454336,0,0,0,3.980700732,0.061620215,0,98.31512765,0.03,0.42,0.88,fresh water
SRR3986884,0,4.143284429,0,2.422472788,0,0,0,3.80564692,0,2.867955304,0,0,0,0,0,0,0,0,7.288740394,10.28840074,0,0,0,0,10.70999854,0,16.8300053,0,0,0.603215744,0,0,4.868406356,0,0,0,1.963082336,0,0,0,0,0.91718305,0,29.4175527,0.032873232,0,0.560901506,2.884491379,0.395789286,0,90.500251,0.02,0,0.62,fresh water
SRR5123513,0,0,0.933286654,0,0,0,0,1.714037813,0,1.473294379,0,0,0,0,0,0,0,0,0.979212918,6.102235781,0,0,0,0,26.27765086,0,15.21178432,0,0,0,0,0,0.033128038,1.611444299,0,0,1.606215728,0,0,0,0,0,0,40.48273838,0,0,0.495683218,2.555083301,0,0.524204304,88.87128543,0,0.3,0.08,fresh water
SRR5260657,0,0,14.46443607,0,0,0,0,13.49259573,0,5.541303929,0,0,0,0,0,0,0,0,3.27894632,2.607128905,0,0,0,0,4.921785205,0,15.87847421,0.995341692,0,0,0,0,0,0,0,0,10.57242823,0,0,0,0,12.43569884,0,15.81186088,0,0,0,0,0,0,74.91990589,0.01,0,0.27,fresh water
SRR5468227,0,3.238683731,1.099361627,2.46230889,0.002612661,2.169699663,0,1.267391487,0,1.110116713,0,0,0,1.440924208,0,0,0,0,5.244722991,2.000697494,0.056882042,0,0.875409446,0,3.528154407,0.345056461,6.509539893,0.245257892,0,0,0.495418309,0,8.309590946,0,0,0,0.194434301,0.192100491,1.108383497,1.213378145,0,1.888042402,1.095021368,50.52772196,0,0.061960612,0,2.974828161,0.342300202,0,99.02932877,0.05,0.58,0.98,fresh water
SRR5468192,0,1.747313934,1.000557088,0,0.02882265,0.813777629,0,5.256229569,0,2.244344508,0,0,0.411065163,8.991815649,0,0,0,0,3.331782637,2.690721819,0,0,0,0,6.042103043,0,23.71724536,1.672751475,0,0.300383392,0.380154234,0,0,0,0,0,0,2.620044118,0,0,0,9.857331198,0,25.11179259,0,0,0,2.352783754,1.42898019,0,96.27902529,0,1.1,1.17,fresh water
SRR5190124,0,3.642818804,0,0.288462858,0,0.614652329,0,10.08076181,0,0,0,0,0,1.389760494,0,0,0,0,0.228228575,0,0,0,0,0.151010858,1.54286048,0,11.92262931,0.966472489,0,2.566783868,0.219404849,0.006380084,0.002434403,0.006068766,0,0,0.134465973,0.305334537,0,0,0,0.082424333,0,1.503669681,0,0,0,64.34422959,0,0,92.99691526,0.16,0.03,11.11,fresh water
SRR5818197,0,3.817870993,0.399706645,1.133378314,0,0.739334398,0,3.102162704,0,1.596431605,0,0,0,0.38376182,0,0,0,0,4.504199122,3.644040958,0,0,0,0,5.4275713,0,14.49562082,1.956600727,0,0,0,0,6.796485512,0,0,0,0.819633108,1.411523244,0,0,0,3.623428763,0,43.72361051,0,0,0,2.23348808,0.190987339,0,97.93226781,0.03,0.58,0.63,fresh water
SRR2083224,0,1.169458317,2.496804136,0,0.466602157,0,0,21.84517968,0,0,0,0,0,1.433454169,0,0,0,0,18.64773738,6.878544344,0,0,0,0,2.571288149,0,8.15690757,0,0,0.07034887,1.348316593,0,1.154328367,0,0,0,0,0,0,0,0,7.213515527,0,24.30752893,0,0,0.518856989,1.721128815,0,0,98.3139988,0.06,0.08,1.97,fresh water
SRR5123275,0,0,0.107852815,6.696804069,0,4.471183414,0,0.655767796,0,0,0,0,0,0,0,0,0,0,5.715218323,0,0,0,0,0,15.16319254,0.916552435,50.29438906,0.705287706,0.242593554,0,0,0,1.158971398,0.24709353,0,0,0,0,0,0,0,0,0,13.62509336,0,0,0,0,0,0,88.52274572,0.06,0.6,2.05,fresh water
SRR1790489,0,5.250581026,0.577537482,1.178133189,0,2.319083311,0,0.870362949,0,1.184868277,0,0,0,2.718745771,0,0,0,0,7.313617405,1.49954169,0,0,0,0,7.950123943,0.189093519,17.96083127,1.28065365,0,0,0.42962961,0,5.073302225,0,0,0,0,0.019750135,0,0.081427431,0,5.148586714,0,34.53776168,0.22869732,0,0,3.421437441,0.766233959,0,97.9156613,0.01,0,0.89,fresh water
SRR5260824,0,0,0,0,0,2.931527392,0,37.51221218,0,0,0,0,0,0,0,0,0,0,5.671332932,16.13738781,0,0,0,3.261093112,0,2.277985945,23.91327527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.419561318,0,2.466097418,0,0,0,1.40952662,0,0,88.41081832,0,0.01,0.57,fresh water
SRR5209764,0,8.328493223,0.826194914,0,0,0.443971812,0,11.50980275,0,0.959130479,0,0,0,0.343593117,0,0,0,0,36.90678382,0,0,0,3.045990888,0,12.73381028,0,4.002913851,0,0,0,0,0,1.117794399,0,0,0,0,1.640966941,0,0,0,0.749514662,0,16.85764971,0,0,0,0.533389152,0,0,94.11364372,0.02,0,0.78,fresh water
SRR1193226,0,0.970599566,0.387148777,0.010617976,0,0.283615497,0,3.387642852,0,1.522078289,0,0,0,1.694711986,0,0,0,0,1.071759733,5.126459862,4.846027888,0,0,0,9.568315511,5.972720304,16.20490643,0,0,0,0,0,0.495667952,0.924742652,0,0,0,0,0,0,0,0,0,46.14782212,0,0,0,1.385162608,0,0,58.0799925,0,0.11,3.68,fresh water
SRR2089012,0,6.933198047,12.74507671,0,0,0.440319281,0,0,0,0,0,0,0,0,0,0.510571498,0,0,0,0,0,0,0,23.19624098,7.651544012,0,0.039605221,0,0,0,0,0,0,12.51150148,0,0,0,0,0,0,0,0,0,16.26267401,0,0,0,19.70926876,0,0,88.025114,0.01,0,0.03,fresh water
SRR2083216,0,0.570659167,1.20228426,1.257310733,0,0.298946071,0,25.68587815,0,0.885958715,0,0,0,0.610412944,0,0,0,0,20.47131258,6.527436059,1.292023111,0,0,0.360006702,16.88257284,0.165918713,2.927953231,0.330483187,0,0,0.20950725,0,0,0,0,0,0,1.983844761,0,0,0,2.145964157,0,6.688379746,0,0,0.579756274,8.923391355,0,0,97.7895731,0,0,0.15,fresh water
SRR4018506,0,2.503801553,0.34351566,0,0,0.335152204,0,11.85864851,0,0,0,0,0,0.022044991,0,0,0,0,0.733192815,4.617368501,0,0,2.582109676,0.983824254,3.572325606,0,3.88497608,0,0.368678731,0,0,0,22.98478391,0,0,0,0.275484457,0.225902957,0,0,0,0.052733332,0.070632036,44.08973053,0.495094193,0,0,0,0,0,98.17167543,0.08,0.2,1.19,fresh water
SRR5260653,0,6.416205675,1.336232197,7.162111905,0,0.124287714,0,3.874563688,0,0.11471369,0,0,0,0.676226871,0,0,0,0,4.371988628,6.448733538,0,0,0,0,7.563116997,3.839656593,26.93072427,0,0,0,0.833799717,0,0.633505032,0,0,0,0,1.137764231,0,0,0,1.022928333,0,22.88169345,0,0,0,4.631747469,0,0,96.28383569,0.02,0.49,0.41,fresh water
SRR5468195,0,6.699868408,0.658651164,1.828656924,0,2.392692332,0,2.749696386,0,0.61548442,0,0,0.152946235,2.994729762,0,0.396292121,0,0,5.826047145,2.088475297,0,0,0.675595126,0.034746295,6.183848294,0.237409684,15.07981885,3.904092131,0,0,0,0.007828985,2.02226391,0,0,0.048093332,0.857160864,1.302946938,0,0.651434917,0,3.122622502,0.053862587,37.01138813,0.0936988,0,0.006454712,1.9241198,0.378341258,0,98.89252584,0.03,0.22,1.66,fresh water
SRR077320,0,1.700789616,0.772982879,2.106770858,0,1.638336137,0,4.698394662,0.273765525,2.723587965,0,0,0,0.029732689,0,0,0,0,8.453110601,0.252814084,0,0,0,0,7.66390145,0,6.636997007,0,0,0,1.860299513,0,7.068202391,0,0,0,0,0,0,0,0,1.290286663,0,42.28487141,0,0,0,10.54499216,0,0,95.3401202,0.02,0.02,0.41,fresh water
SRR873863,0,0,4.436409598,1.561938962,0,0,0,3.168244604,0,0,0,0,0,0,0,0,0,0,18.88252167,0,0,0,0,0,21.40230222,0,17.95828388,3.303339685,0,0,2.145334881,0,2.060371505,0,0,0,0,0,0,6.450745424,0,0,0,16.13818026,0,0,0,2.492327315,0,0,3.8831932,79.79,0,77.02,fresh water
SRR5822803,0,13.78278052,0.826501566,0,0,0,0,5.093381808,0,0,0,0,0,3.175378616,0,0,0,0,3.096945234,7.633991633,0,0,0,1.925406596,8.717493795,0,11.3291929,0.064817969,0,0,4.239265273,0,0,1.297442553,0,0,0,0,0,0,0,0,0,36.72702342,0,2.090378117,0,0,0,0,94.04998865,0,0,0.08,fungus
SRR5822805,0,10.88639016,0,0,0,0,0,6.828135295,0,0,0,0,0,6.295721257,0,0,0,0,0,9.361820318,0,0,0,0.374261564,9.188057127,0,6.942575047,0,0,0,2.292524999,0,0,1.970759596,0,0,0,0,0,0,0,0,0,45.85975464,0,0,0,0,0,0,91.13830011,0,0,0.05,fungus
SRR3017100,0,0.273565187,5.10043324,3.219939111,0,2.894754479,0,3.3130068,0,0,0,0,0,0,0,0,0,0,6.361285896,0,0,0,0,1.145472451,10.44977229,0,27.40563148,0,0,0,0,0,0,4.392280797,0,0,0,0,0,0,0,1.35865716,0,29.37954966,0,0,0,4.705651449,0,0,89.72323557,0,0,0.14,fungus
SRR1825782,0,0,0.014748315,0,0,0,0,2.771649189,0,0,0,0,0,0,0,0,0,0,14.39068854,4.282449662,0,0,0,0,12.08350517,0,27.04860622,0,0,0,0,0,0,1.696401358,0,0,0.24323495,0.216048798,0,0,0,0.173483964,0,15.91095112,0,0,0.871321917,20.29691079,0,0,54.3165829,0.01,0,0.05,fungus
SRR3017102,0,6.256987208,5.450645371,3.463976879,0,1.056875796,0,3.621127841,0,0,0,0,0,3.402588188,0,0,0,0,4.193533022,0.649062573,0,0,0,0,11.74342118,0,25.73699219,0,0,0,1.027118677,0,0,3.585543079,0,0,0,0,0,0,0,1.542285065,0,26.17902207,0,0.588985968,0,1.501834894,0,0,86.3831824,0,0,0.3,fungus
SRR5822949,0,0,8.079485211,0,0,0,0,6.926441315,0,2.074511762,0,0,0,0.70559854,0,0,0,0,0,10.07942902,0,0,0,3.020728371,10.28006081,0,7.501132403,2.619528249,0,0,5.76228228,0,0,0,0,0,0,0,0,0,0,0.207159852,0,39.31317309,0,0,0,3.430469096,0,0,93.54564068,0,0.69,0.09,fungus
SRR5822806,0,11.91997419,0.352481215,0,0,0,0,5.916725186,0,0,0,0,0,6.493710473,0,0,0,0,0.115365332,8.596908901,0,0,0,1.230031591,11.43909921,0,8.953548458,0,0,0,2.963418904,0,0,1.551674605,0,0,0,0,0,0,0,0,0,40.05663666,0,0.41042527,0,0,0,0,92.43639393,0,0,0.1,fungus
SRR1538672,0,0,0,7.057827839,0,0,0,10.66732554,0,5.395674049,0,0,0,8.257123134,0,0,0,0,0,0,0,0,0,0,0,0,11.343496,0,0,0,0,0,0,0,0,0,1.459652346,0,0,0,0,3.349955762,0,43.8241898,0,0,0,8.644755538,0,0,1.030541,0,0,0,fungus
